"_id","intrimStatus.startTime","applicantComponentResponse.multiBureauJsonRespose.finishedList.responseJsonObject.accountList.dateOpenedOrDisbursed","applicantComponentResponse.multiBureauJsonRespose.finishedList.responseJsonObject.accountList.dateClosed","applicantComponentResponse.multiBureauJsonRespose.finishedList.responseJsonObject.accountList.accountType"
"48233000148","{""$date"":""2020-07-28T06:29:21.624Z""}",,,
"3025CD0170501","{""$date"":""2020-07-28T06:29:21.477Z""}",,,
"87555000056","{""$date"":""2020-07-28T06:29:21.015Z""}","16032015",,"12"
"87555000056","{""$date"":""2020-07-28T06:29:21.015Z""}","25072018","23042019","06"
"81911000279","{""$date"":""2020-07-28T06:29:20.759Z""}",,,
"79995000071","{""$date"":""2020-07-28T06:29:20.600Z""}",,,
"78176000043","{""$date"":""2020-07-28T06:29:20.435Z""}",,,
"47911000415","{""$date"":""2020-07-28T06:29:20.106Z""}",,,
"36980000390","{""$date"":""2020-07-28T06:29:19.626Z""}",,,
"3078CD0357264","{""$date"":""2020-07-28T06:29:10.533Z""}","14052015",,"06"
"3078CD0357264","{""$date"":""2020-07-28T06:29:10.533Z""}","27032014","27042016","13"
"42143000095","{""$date"":""2020-07-28T06:29:08.607Z""}","17092019",,"06"
"42143000095","{""$date"":""2020-07-28T06:29:08.607Z""}",,,
"3027CD0146533","{""$date"":""2020-07-28T06:29:06.753Z""}",,,
"77577000061","{""$date"":""2020-07-28T06:29:04.532Z""}",,,
"68295000619","{""$date"":""2020-07-28T06:29:02.122Z""}",,,
"3000CD0172018","{""$date"":""2020-07-28T06:28:59.960Z""}","20112018",,"17"
"3000CD0172018","{""$date"":""2020-07-28T06:28:59.960Z""}","11102019",,"17"
"3000CD0172018","{""$date"":""2020-07-28T06:28:59.960Z""}","30112019",,"50"
"3000CD0172018","{""$date"":""2020-07-28T06:28:59.960Z""}","22112019",,"07"
"3000CD0172018","{""$date"":""2020-07-28T06:28:59.960Z""}","21082019",,"50"
"3000CD0172018","{""$date"":""2020-07-28T06:28:59.960Z""}","08042019","08112019","07"
"3000CD0172018","{""$date"":""2020-07-28T06:28:59.960Z""}","11072016","20032018","17"
"33678004621","{""$date"":""2020-07-28T06:28:54.819Z""}",,,
"66037000847","{""$date"":""2020-07-28T06:28:50.463Z""}",,,
"732081420000093","{""$date"":""2020-07-28T06:28:49.566Z""}","12052020",,"06"
"732081420000093","{""$date"":""2020-07-28T06:28:49.566Z""}","24012020",,"06"
"732081420000093","{""$date"":""2020-07-28T06:28:49.566Z""}","02012020",,"32"
"732081420000093","{""$date"":""2020-07-28T06:28:49.566Z""}","18102019",,"05"
"732081420000093","{""$date"":""2020-07-28T06:28:49.566Z""}","14102019",,"10"
"732081420000093","{""$date"":""2020-07-28T06:28:49.566Z""}","15062019","19102019","05"
"732081420000093","{""$date"":""2020-07-28T06:28:49.566Z""}","05032019","11032020","06"
"732081420000093","{""$date"":""2020-07-28T06:28:49.566Z""}","26112018",,"06"
"732081420000093","{""$date"":""2020-07-28T06:28:49.566Z""}","20102018","22042019","06"
"732081420000093","{""$date"":""2020-07-28T06:28:49.566Z""}",,,
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","01082019",,"05"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","29112019",,"05"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","31102019",,"06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","20112018",,"05"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","11102019","02112019","05"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","04102019","01112019","05"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","26092019","29112019","06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","06092019",,"05"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","04092019","04102019","05"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","27082019","10042020","06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","21082019","14122019","05"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","09082019","22082019","05"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","09082019","04092019","05"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","31072019","29112019","00"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","25072019","07082019","05"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","25072019","10122019","06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","18072019","09082019","05"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","24062019","17112019","06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","25042019","10092019","06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","08032019","09102019","06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","07032019","09062019","06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","14022019",,"05"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","13022019","29112019","06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","30112018","09062019","06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","30112018","09062019","00"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","13112018","25052019","00"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","13092018","13032019","06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","18082018","18062019","00"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","18082018","18062019","06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","21062018","15012020","06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","12012018","16022019","06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","13062017","14122017","06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","23012017","25072017","06"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}","31012016","28012019","13"
"32973002079","{""$date"":""2020-07-28T06:28:49.247Z""}",,,
"843731420000191","{""$date"":""2020-07-28T06:28:48.580Z""}","01062012",,"36"
"843731420000191","{""$date"":""2020-07-28T06:28:48.580Z""}",,,
"49165001707","{""$date"":""2020-07-28T06:28:47.972Z""}","18052017","14052018","07"
"49165001707","{""$date"":""2020-07-28T06:28:47.972Z""}",,,
"42181001776","{""$date"":""2020-07-28T06:28:47.930Z""}",,,
"61167000695","{""$date"":""2020-07-28T06:28:47.104Z""}",,,
"86932000180","{""$date"":""2020-07-28T06:28:47.052Z""}","04112019",,"06"
"86932000180","{""$date"":""2020-07-28T06:28:47.052Z""}","16012016","31052017","06"
"86932000180","{""$date"":""2020-07-28T06:28:47.052Z""}",,,
"58941000784","{""$date"":""2020-07-28T06:28:46.750Z""}",,,
"3018CD0149504","{""$date"":""2020-07-28T06:28:44.762Z""}","11022019","16082019","06"
"63960000954","{""$date"":""2020-07-28T06:28:41.973Z""}",,,
"60650000088","{""$date"":""2020-07-28T06:28:40.821Z""}",,,
"3018CD0149486","{""$date"":""2020-07-28T06:28:39.171Z""}",,,
"47235001057","{""$date"":""2020-07-28T06:28:37.718Z""}",,,
"88349000040","{""$date"":""2020-07-28T06:28:37.711Z""}",,,
"41003001907","{""$date"":""2020-07-28T06:28:37.702Z""}",,,
"76692000538","{""$date"":""2020-07-28T06:28:37.601Z""}",,,
"3008CD0034259","{""$date"":""2020-07-28T06:28:36.133Z""}","07032018","11102018","07"
"3008CD0034259","{""$date"":""2020-07-28T06:28:36.133Z""}","22032017","22052017","07"
"3000CD0172006","{""$date"":""2020-07-28T06:28:33.275Z""}","17082019",,"13"
"41689001857","{""$date"":""2020-07-28T06:28:32.348Z""}",,,
"38578000611","{""$date"":""2020-07-28T06:28:31.911Z""}","23082019",,"06"
"38578000611","{""$date"":""2020-07-28T06:28:31.911Z""}",,,
"74442001059","{""$date"":""2020-07-28T06:28:31.384Z""}","26072018",,"06"
"74442001059","{""$date"":""2020-07-28T06:28:31.384Z""}","12012018","11022019","06"
"74442001059","{""$date"":""2020-07-28T06:28:31.384Z""}","12012018","11022019","00"
"74442001059","{""$date"":""2020-07-28T06:28:31.384Z""}",,,
"49635000398","{""$date"":""2020-07-28T06:28:31.358Z""}",,,
"65830000743","{""$date"":""2020-07-28T06:28:31.326Z""}",,,
"3078CD0357263","{""$date"":""2020-07-28T06:28:29.952Z""}","22122010",,"53"
"54406001489","{""$date"":""2020-07-28T06:28:23.775Z""}",,,
"84896000037","{""$date"":""2020-07-28T06:28:23.292Z""}",,,
"3078CD0357266","{""$date"":""2020-07-28T06:28:22.094Z""}","07062013","27012015","54"
"3061CD0134420","{""$date"":""2020-07-28T06:28:21.197Z""}","03122019",,"06"
"3061CD0134420","{""$date"":""2020-07-28T06:28:21.197Z""}","27112018","17112019","00"
"3061CD0134420","{""$date"":""2020-07-28T06:28:21.197Z""}","27112018","17112019","06"
"3061CD0134420","{""$date"":""2020-07-28T06:28:21.197Z""}","22102018","30092019","06"
"3061CD0134420","{""$date"":""2020-07-28T06:28:21.197Z""}","26072018",,"13"
"3061CD0134420","{""$date"":""2020-07-28T06:28:21.197Z""}","07072018","08072019","00"
"3061CD0134420","{""$date"":""2020-07-28T06:28:21.197Z""}","07072018","08072019","06"
"3061CD0134420","{""$date"":""2020-07-28T06:28:21.197Z""}","31052018",,"17"
"3061CD0134420","{""$date"":""2020-07-28T06:28:21.197Z""}","21102015","04042018","13"
"42976000955","{""$date"":""2020-07-28T06:28:19.331Z""}",,,
"3004CD0129008","{""$date"":""2020-07-28T06:28:18.412Z""}",,,
"35017005350","{""$date"":""2020-07-28T06:28:15.851Z""}",,,
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","09102019",,"06"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","29062019","09032020","07"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","27112018","26082019","06"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","12072018","29062019","07"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","26052018",,"13"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","25112017","26052018","06"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","17072017","12072018","07"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","12012017",,"07"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","12072016","12012017","07"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","18122015",,"07"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","06032015",,"06"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","15092014","27012017","13"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","19062012","18102012","07"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","19062012","18102012","07"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","15122011","19062012","07"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","08102011","12092013","13"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","18032013","24072014","06"
"3018CD0149502","{""$date"":""2020-07-28T06:28:15.352Z""}","06012013","14102013","06"
"73126000077","{""$date"":""2020-07-28T06:28:15.240Z""}",,,
"25689003678","{""$date"":""2020-07-28T06:28:15.031Z""}",,,
"32974001351","{""$date"":""2020-07-28T06:28:14.374Z""}","18122019",,"07"
"32974001351","{""$date"":""2020-07-28T06:28:14.374Z""}","18072019",,"05"
"32974001351","{""$date"":""2020-07-28T06:28:14.374Z""}","10122018","18122019","07"
"32974001351","{""$date"":""2020-07-28T06:28:14.374Z""}","10122018",,"06"
"32974001351","{""$date"":""2020-07-28T06:28:14.374Z""}",,,
"28834001324","{""$date"":""2020-07-28T06:28:11.245Z""}","25042019",,"10"
"28834001324","{""$date"":""2020-07-28T06:28:11.245Z""}","11042019","08052020","06"
"28834001324","{""$date"":""2020-07-28T06:28:11.245Z""}","16072018",,"10"
"28834001324","{""$date"":""2020-07-28T06:28:11.245Z""}","29042018","08102019","10"
"28834001324","{""$date"":""2020-07-28T06:28:11.245Z""}",,,
"50735000502","{""$date"":""2020-07-28T06:28:09.990Z""}",,,
"46653002860","{""$date"":""2020-07-28T06:28:08.965Z""}",,,
"69711000321","{""$date"":""2020-07-28T06:28:08.750Z""}",,,
"28453003432","{""$date"":""2020-07-28T06:28:02.534Z""}",,,
"3078CD0357259","{""$date"":""2020-07-28T06:28:00.869Z""}",,,
"63987001033","{""$date"":""2020-07-28T06:27:59.793Z""}","12112019",,"53"
"63987001033","{""$date"":""2020-07-28T06:27:59.793Z""}","19072019",,"53"
"63987001033","{""$date"":""2020-07-28T06:27:59.793Z""}","19072019",,"53"
"63987001033","{""$date"":""2020-07-28T06:27:59.793Z""}","23062019",,"13"
"63987001033","{""$date"":""2020-07-28T06:27:59.793Z""}","16052017","03052019","13"
"63987001033","{""$date"":""2020-07-28T06:27:59.793Z""}","17042017","16032018","07"
"63987001033","{""$date"":""2020-07-28T06:27:59.793Z""}",,,
"3078CD0357234","{""$date"":""2020-07-28T06:27:54.524Z""}",,,
"911101420000008","{""$date"":""2020-07-28T06:27:54.302Z""}","30052019",,"03"
"911101420000008","{""$date"":""2020-07-28T06:27:54.302Z""}","06092018",,"01"
"911101420000008","{""$date"":""2020-07-28T06:27:54.302Z""}","29022016","05032019","13"
"911101420000008","{""$date"":""2020-07-28T06:27:54.302Z""}","08092015","04092017","13"
"911101420000008","{""$date"":""2020-07-28T06:27:54.302Z""}",,,
"31325006249","{""$date"":""2020-07-28T06:27:53.140Z""}",,,
"67871001235","{""$date"":""2020-07-28T06:27:52.638Z""}",,,
"70283000297","{""$date"":""2020-07-28T06:27:52.307Z""}",,,
"48657000062","{""$date"":""2020-07-28T06:27:48.725Z""}",,,
"3020CD0125018","{""$date"":""2020-07-28T06:27:47.195Z""}",,,
"3078CD0357197","{""$date"":""2020-07-28T06:27:45.150Z""}",,,
"46433001366","{""$date"":""2020-07-28T06:27:43.340Z""}","17092016",,"02"
"46433001366","{""$date"":""2020-07-28T06:27:43.340Z""}",,,
"3009CD0173056","{""$date"":""2020-07-28T06:27:43.308Z""}","20012018","29062018","07"
"3009CD0173056","{""$date"":""2020-07-28T06:27:43.308Z""}","31102017",,"07"
"67213000493","{""$date"":""2020-07-28T06:27:42.803Z""}",,,
"3025CD0170502","{""$date"":""2020-07-28T06:27:42.626Z""}",,,
"31694001397","{""$date"":""2020-07-28T06:27:41.102Z""}",,,
"53859001354","{""$date"":""2020-07-28T06:27:38.610Z""}","10062019","02022020","06"
"53859001354","{""$date"":""2020-07-28T06:27:38.610Z""}","09012019",,"06"
"53859001354","{""$date"":""2020-07-28T06:27:38.610Z""}","17092018","26062019","06"
"53859001354","{""$date"":""2020-07-28T06:27:38.610Z""}","07092018",,"13"
"53859001354","{""$date"":""2020-07-28T06:27:38.610Z""}",,,
"58879001320","{""$date"":""2020-07-28T06:27:38.535Z""}",,,
"58879001320","{""$date"":""2020-07-28T06:27:38.535Z""}",,,
"25697003216","{""$date"":""2020-07-28T06:27:37.271Z""}",,,
"3054CD0291381","{""$date"":""2020-07-28T06:27:36.770Z""}",,,
"64246001526","{""$date"":""2020-07-28T06:27:36.067Z""}","19122017",,"13"
"64246001526","{""$date"":""2020-07-28T06:27:36.067Z""}",,,
"67589000164","{""$date"":""2020-07-28T06:27:30.779Z""}",,,
"649261420000381","{""$date"":""2020-07-28T06:27:28.597Z""}","15022020",,"06"
"649261420000381","{""$date"":""2020-07-28T06:27:28.597Z""}","14032020",,"05"
"649261420000381","{""$date"":""2020-07-28T06:27:28.597Z""}","13032020",,"05"
"649261420000381","{""$date"":""2020-07-28T06:27:28.597Z""}","29022020","13032020","05"
"649261420000381","{""$date"":""2020-07-28T06:27:28.597Z""}","24022020","11032020","05"
"649261420000381","{""$date"":""2020-07-28T06:27:28.597Z""}","24012020","24022020","05"
"649261420000381","{""$date"":""2020-07-28T06:27:28.597Z""}","19112019",,"10"
"649261420000381","{""$date"":""2020-07-28T06:27:28.597Z""}","31052019","08032020","06"
"649261420000381","{""$date"":""2020-07-28T06:27:28.597Z""}","20052017","18092017","07"
"649261420000381","{""$date"":""2020-07-28T06:27:28.597Z""}","18022017","20052017","07"
"649261420000381","{""$date"":""2020-07-28T06:27:28.597Z""}","31032017","16052019","13"
"649261420000381","{""$date"":""2020-07-28T06:27:28.597Z""}",,,
"34056000722","{""$date"":""2020-07-28T06:27:28.434Z""}",,,
"75542000057","{""$date"":""2020-07-28T06:27:27.081Z""}",,,
"68477000538","{""$date"":""2020-07-28T06:27:23.379Z""}",,,
"34050004192","{""$date"":""2020-07-28T06:27:23.276Z""}",,,
"3020CD0125014","{""$date"":""2020-07-28T06:27:21.184Z""}",,,
"76027000141","{""$date"":""2020-07-28T06:27:17.466Z""}",,,
"3024CD0103175","{""$date"":""2020-07-28T06:27:15.652Z""}","28102019",,"06"
"3024CD0103175","{""$date"":""2020-07-28T06:27:15.652Z""}","10082018","19102019","06"
"41095000863","{""$date"":""2020-07-28T06:27:15.146Z""}",,,
"68127000713","{""$date"":""2020-07-28T06:27:14.060Z""}",,,
"3006CD0076091","{""$date"":""2020-07-28T06:27:13.229Z""}","22062018","19032020","13"
"3006CD0076091","{""$date"":""2020-07-28T06:27:13.229Z""}","06072016","07062018","13"
"3006CD0076091","{""$date"":""2020-07-28T06:27:13.229Z""}","19102015","13072016","00"
"3078CD0357276","{""$date"":""2020-07-28T06:27:11.719Z""}","31052020",,"06"
"3078CD0357276","{""$date"":""2020-07-28T06:27:11.719Z""}","28022020",,"06"
"3078CD0357276","{""$date"":""2020-07-28T06:27:11.719Z""}","25052019","11042020","06"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","11032020",,"05"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","24032020","30052020","05"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","20022020","23032020","05"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","13022020",,"05"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","11012020",,"10"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","26122019",,"06"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","26122019",,"06"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","24102019",,"06"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","09082019",,"10"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","11122018",,"13"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","30042018","09062019","06"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","11072017","24112017","07"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","05072017","24112017","07"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","06062017","14102017","07"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","06042017","05072017","07"
"3078CD0357281","{""$date"":""2020-07-28T06:27:10.025Z""}","05042017","06062017","07"
"3054CD0291414","{""$date"":""2020-07-28T06:27:08.581Z""}",,,
"49920000179","{""$date"":""2020-07-28T06:27:06.340Z""}",,,
"53503000233","{""$date"":""2020-07-28T06:27:03.604Z""}",,,
"46524002544","{""$date"":""2020-07-28T06:27:03.570Z""}",,,
"46524002544","{""$date"":""2020-07-28T06:27:03.570Z""}",,,
"51386000256","{""$date"":""2020-07-28T06:27:03.272Z""}",,,
"41667000374","{""$date"":""2020-07-28T06:27:02.490Z""}",,,
"3110CD0078288","{""$date"":""2020-07-28T06:26:59.629Z""}","10102016",,"06"
"3110CD0078288","{""$date"":""2020-07-28T06:26:59.629Z""}","05052016","29082019","13"
"61145001763","{""$date"":""2020-07-28T06:26:57.772Z""}","19112019",,"05"
"61145001763","{""$date"":""2020-07-28T06:26:57.772Z""}","26052012","16052014","13"
"61145001763","{""$date"":""2020-07-28T06:26:57.772Z""}",,,
"27120001888","{""$date"":""2020-07-28T06:26:54.459Z""}","16032020",,"07"
"27120001888","{""$date"":""2020-07-28T06:26:54.459Z""}","14082019",,"07"
"27120001888","{""$date"":""2020-07-28T06:26:54.459Z""}","29032019",,"07"
"27120001888","{""$date"":""2020-07-28T06:26:54.459Z""}","29032019",,"07"
"27120001888","{""$date"":""2020-07-28T06:26:54.459Z""}","28022019","14082019","07"
"27120001888","{""$date"":""2020-07-28T06:26:54.459Z""}","19062018","14082019","07"
"27120001888","{""$date"":""2020-07-28T06:26:54.459Z""}","21022017","30082017","07"
"27120001888","{""$date"":""2020-07-28T06:26:54.459Z""}",,,
"57263004034","{""$date"":""2020-07-28T06:26:53.800Z""}","09032020","27032020","05"
"57263004034","{""$date"":""2020-07-28T06:26:53.800Z""}",,,
"70822000362","{""$date"":""2020-07-28T06:26:52.128Z""}",,,
"80897000036","{""$date"":""2020-07-28T06:26:51.981Z""}",,,
"30828002998","{""$date"":""2020-07-28T06:26:51.762Z""}","20022020",,"05"
"30828002998","{""$date"":""2020-07-28T06:26:51.762Z""}","20022020",,"05"
"30828002998","{""$date"":""2020-07-28T06:26:51.762Z""}","06022020",,"06"
"30828002998","{""$date"":""2020-07-28T06:26:51.762Z""}","30122019","18012020","05"
"30828002998","{""$date"":""2020-07-28T06:26:51.762Z""}","18122019","30122019","05"
"30828002998","{""$date"":""2020-07-28T06:26:51.762Z""}","16122019",,"05"
"30828002998","{""$date"":""2020-07-28T06:26:51.762Z""}","10122019","18122019","05"
"30828002998","{""$date"":""2020-07-28T06:26:51.762Z""}","09122019","10122019","05"
"30828002998","{""$date"":""2020-07-28T06:26:51.762Z""}","09122019","09122019","05"
"30828002998","{""$date"":""2020-07-28T06:26:51.762Z""}","25112019","09122019","05"
"30828002998","{""$date"":""2020-07-28T06:26:51.762Z""}",,,
"3009CD0173029","{""$date"":""2020-07-28T06:26:49.447Z""}","06032020",,"06"
"3009CD0173029","{""$date"":""2020-07-28T06:26:49.447Z""}","30092015","10112017","43"
"74809000324","{""$date"":""2020-07-28T06:26:48.720Z""}",,,
"3110CD0078283","{""$date"":""2020-07-28T06:26:48.588Z""}",,,
"39473000558","{""$date"":""2020-07-28T06:26:48.391Z""}","06072016","12042018","17"
"39473000558","{""$date"":""2020-07-28T06:26:48.391Z""}",,,
"3004CD0129000","{""$date"":""2020-07-28T06:26:48.134Z""}","21012020",,"06"
"3004CD0129000","{""$date"":""2020-07-28T06:26:48.134Z""}","04012019","12092019","07"
"76068000363","{""$date"":""2020-07-28T06:26:47.643Z""}",,,
"52127000156","{""$date"":""2020-07-28T06:26:44.731Z""}",,,
"3020CD0125016","{""$date"":""2020-07-28T06:26:44.127Z""}",,,
"3061CD0134422","{""$date"":""2020-07-28T06:26:40.351Z""}",,,
"3006CD0076081","{""$date"":""2020-07-28T06:26:39.568Z""}",,,
"3008CD0034260","{""$date"":""2020-07-28T06:26:37.781Z""}",,,
"35699002929","{""$date"":""2020-07-28T06:26:35.662Z""}",,,
"86026000088","{""$date"":""2020-07-28T06:26:32.267Z""}","12022019","12022020","07"
"86026000088","{""$date"":""2020-07-28T06:26:32.267Z""}","27112014","17062017","10"
"86026000088","{""$date"":""2020-07-28T06:26:32.267Z""}","02072011",,"10"
"86026000088","{""$date"":""2020-07-28T06:26:32.267Z""}","13092014","03032020","10"
"86026000088","{""$date"":""2020-07-28T06:26:32.267Z""}","18072003","15032008","00"
"86026000088","{""$date"":""2020-07-28T06:26:32.267Z""}",,,
"48225003259","{""$date"":""2020-07-28T06:26:31.381Z""}",,,
"48225003259","{""$date"":""2020-07-28T06:26:31.381Z""}",,,
"66650000080","{""$date"":""2020-07-28T06:26:31.259Z""}",,,
"47370002490","{""$date"":""2020-07-28T06:26:30.836Z""}","28052019",,"02"
"47370002490","{""$date"":""2020-07-28T06:26:30.836Z""}",,,
"3021CD0119278","{""$date"":""2020-07-28T06:26:28.329Z""}","13082019",,"06"
"3021CD0119278","{""$date"":""2020-07-28T06:26:28.329Z""}","16022019","31102019","05"
"3021CD0119278","{""$date"":""2020-07-28T06:26:28.329Z""}","03012019",,"06"
"50479000687","{""$date"":""2020-07-28T06:26:28.201Z""}",,,
"75630000085","{""$date"":""2020-07-28T06:26:23.670Z""}",,,
"30098000248","{""$date"":""2020-07-28T06:26:22.563Z""}",,,
"73312000169","{""$date"":""2020-07-28T06:26:22.562Z""}","10022020",,"53"
"73312000169","{""$date"":""2020-07-28T06:26:22.562Z""}","13052019","09012020","06"
"73312000169","{""$date"":""2020-07-28T06:26:22.562Z""}","27082017","27032018","06"
"73312000169","{""$date"":""2020-07-28T06:26:22.562Z""}","17042017","16112017","06"
"73312000169","{""$date"":""2020-07-28T06:26:22.562Z""}","17042017","16112017","00"
"73312000169","{""$date"":""2020-07-28T06:26:22.562Z""}","12072016","28052018","13"
"73312000169","{""$date"":""2020-07-28T06:26:22.562Z""}",,,
"66721000472","{""$date"":""2020-07-28T06:26:20.057Z""}",,,
"66280000839","{""$date"":""2020-07-28T06:26:18.636Z""}",,,
"3029CD0273176","{""$date"":""2020-07-28T06:26:18.571Z""}","12052018",,"13"
"53266000395","{""$date"":""2020-07-28T06:26:17.178Z""}",,,
"34140002900","{""$date"":""2020-07-28T06:26:15.864Z""}",,,
"26040007459","{""$date"":""2020-07-28T06:26:15.724Z""}",,,
"878871420000033","{""$date"":""2020-07-28T06:26:15.673Z""}",,,
"878871420000033","{""$date"":""2020-07-28T06:26:15.673Z""}",,,
"68425000455","{""$date"":""2020-07-28T06:26:15.651Z""}",,,
"3025CD0170499","{""$date"":""2020-07-28T06:26:13.678Z""}",,,
"3078CD0357267","{""$date"":""2020-07-28T06:26:09.468Z""}","05112019",,"13"
"3078CD0357267","{""$date"":""2020-07-28T06:26:09.468Z""}","30102018",,"13"
"90131000008","{""$date"":""2020-07-28T06:26:08.852Z""}",,,
"66255004434","{""$date"":""2020-07-28T06:26:05.919Z""}",,,
"34932000002","{""$date"":""2020-07-28T06:26:04.096Z""}",,,
"31237000349","{""$date"":""2020-07-28T06:26:04.006Z""}",,,
"38175000484","{""$date"":""2020-07-28T06:26:03.754Z""}",,,
"69198000309","{""$date"":""2020-07-28T06:26:03.709Z""}",,,
"69034001028","{""$date"":""2020-07-28T06:26:01.382Z""}","17082019",,"06"
"69034001028","{""$date"":""2020-07-28T06:26:01.382Z""}","22102017","19112018","06"
"69034001028","{""$date"":""2020-07-28T06:26:01.382Z""}","29092014","16092017","01"
"69034001028","{""$date"":""2020-07-28T06:26:01.382Z""}",,,
"87163000150","{""$date"":""2020-07-28T06:26:00.076Z""}",,,
"38254002320","{""$date"":""2020-07-28T06:25:59.414Z""}",,,
"76281000161","{""$date"":""2020-07-28T06:25:58.484Z""}",,,
"68993000119","{""$date"":""2020-07-28T06:25:57.220Z""}",,,
"3078CD0357278","{""$date"":""2020-07-28T06:25:56.405Z""}","11032019",,"13"
"3003CD0109368","{""$date"":""2020-07-28T06:25:50.490Z""}","29052019","22052020","07"
"50995000428","{""$date"":""2020-07-28T06:25:48.874Z""}","29012020",,"10"
"50995000428","{""$date"":""2020-07-28T06:25:48.874Z""}","29012020",,"10"
"50995000428","{""$date"":""2020-07-28T06:25:48.874Z""}","23122019",,"06"
"50995000428","{""$date"":""2020-07-28T06:25:48.874Z""}","01102019",,"53"
"50995000428","{""$date"":""2020-07-28T06:25:48.874Z""}","14082019",,"06"
"50995000428","{""$date"":""2020-07-28T06:25:48.874Z""}","08072019",,"17"
"50995000428","{""$date"":""2020-07-28T06:25:48.874Z""}","21122018","12102019","06"
