,mo_diff_ld_drc,intPayHistComp
3410,1,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3411,1,"[541, 511, -1, -1, 419, 390, 359, 328, 298, 267, 237, 206, 175, 145, 114, 84, 53, 25, 0, 0, 0]"
3412,2,"[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, -1, -1, -1]"
3413,2,"[425, 423, 423, 423, 394, 363, 332, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3414,52,"[71, 30, 30, 814, 785, 754, 723, 693, 30, 632, 601, 570, 540, 509, 479, 448, 420, 389, 358, 328, 266, 236, 236, 205, 175, 144, 114, 113, 116, 115, 84, 146, 115, 85, 54, 36]"
3415,117,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3416,-1,"[-1, -1, -1, -1, -1]"
3417,6,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3418,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3419,52,"[0, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0]"
3420,2,"[179, 179, 179, 173, 147, 117, 85, 57, 25, 0, 0, -1, -1, -1]"
3421,2,"[2, 1, 1, 1, 34, -1, -1, -1]"
3422,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3423,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3424,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3425,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3426,49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3427,35,"[0, 0, 0, 0, 0, -1, -1, -1]"
3428,71,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, -1, -1, -1]"
3429,90,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 13, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3430,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3431,2,"[4, 8, 4, 4, 4, 4, 4, -1, -1, -1, -1, -1, 31, 30, 31, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3432,1,"[0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3433,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
3434,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1]"
3435,2,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, 0, -1, 0, -1, -1, -1, -1]"
3436,7,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3437,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3438,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3439,-1,"[-1, -1, -1, -1, -1]"
3440,-1,"[-1, -1, -1, -1, -1]"
3441,-1,"[-1, -1, -1, -1, -1]"
3442,-1,"[-1, -1, -1, -1, -1]"
3443,-1,"[-1, -1, -1, -1, -1]"
3444,1,"[360, 330, -1, -1, 238, 209, 178, 147, 117, 86, 56, 25, 24, 25, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3445,-1,"[-1, -1, -1, -1, -1]"
3446,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3447,2,"[0, 0, 0, 0, 0, 0, 0, 0, 26, 27, 27, 26, 27, 0, 0, 0, -1, -1, -1]"
3448,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3449,26,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3450,71,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3451,57,"[0, 900, 900, 878, 847, 817, 786, 756, 725, 697, 666, 635, 605, 574, 543, 513, 482, 452, 421, 391, 360, 332, 301, 270, 240, 209, 179, 148, 116, 87, 56, 25, 0, 0, 0, 0]"
3452,2,"[-1, -1, -1, -1]"
3453,1,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3454,3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3455,6,"[0, -1, 0, 0, 0, 0, -1, -1, -1]"
3456,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3457,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, -1]"
3458,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, -1, -1]"
3459,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3460,18,"[-1, -1, -1, -1, -1, -1, -1, -1]"
3461,20,"[0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3462,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3463,21,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3464,35,"[-1, -1, -1, -1]"
3465,40,"[-1, -1, -1, -1, -1, -1, -1, -1, -1]"
3466,45,"[-1, -1, -1, -1, -1]"
3467,94,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3468,189,"[0, -1, -1, -1]"
3469,-1,"[-1, -1, -1, -1, -1]"
3470,3,"[0, 0, -1, -1, -1]"
3471,1,"[-1, -1, -1, -1, -1]"
3472,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1]"
3473,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3474,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 19, 19, 18, 19, 0, 19, 16, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
3475,1,"[0, -1, -1, -1]"
3476,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3477,10,"[0, 0, 0, 0, 0, -1, -1, -1]"
3478,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3479,15,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3480,21,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
3481,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3482,17,"[0, 0, 0, 0, 0, 57, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3483,27,"[0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3484,32,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3485,43,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3486,37,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3487,41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3488,51,"[-1, -1, -1, -1, -1, -1, -1]"
3489,54,"[-1, -1, -1, -1, -1]"
3490,2,"[0, 20, 20, 20, 0, 83, 52, 22, 83, 53, 22, 0, 83, 52, 22, 0, 83, 52, 21, 0, 52, 22, 52, 21, 0, 80, 50, 19, 0, 0, 0, 0, 0, 0, 0, 82]"
3491,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3492,56,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3493,56,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3494,2,"[377, 376, 346, 285, 256, 225, 194, 164, 133, 103, 72, 41, 72, 41, 11, 0, 0, 0, -1, -1, -1]"
3495,2,"[374, 374, 374, 374, 345, 314, 283, 253, 222, 192, 161, 130, 131, 100, 70, 192, 164, 164, -1, -1, -1]"
3496,-1,"[-1, -1, -1, -1, -1]"
3497,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3498,12,"[0, -1, -1, -1]"
3499,13,"[0, 0, -1, -1, -1]"
3500,10,"[-1, -1, -1, -1, -1, -1, -1, -1]"
3501,17,"[0, 0, 0, -1, -1, -1]"
3502,12,"[0, 0, 0, 0, 0, 0, 0, 0, 3, -1, -1, -1]"
3503,41,"[0, 0, 0, -1, -1, -1]"
3504,1,"[0, 0, 0, -1, 47, 49, 18, 17, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 78, 79, 57, 78, 79, 48, 46, 46, 18, 108, 78, 79, 48, 79, 79]"
3505,80,"[0, 111, -1, 50, -1, 0, 0, -1, -1, -1]"
3506,64,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3507,118,"[0, 20, 0, -1, -1, -1]"
3508,94,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, -1]"
3509,120,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0]"
3510,122,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0]"
3511,149,"[0, 0, 0, 1, 0, 0, 0, 0, -1, -1, -1]"
3512,139,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3513,162,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3514,164,"[-1, -1, -1, -1]"
3515,1,"[176, 146, 115, 85, 54, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 25, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3516,2,"[0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3517,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3518,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3519,78,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3520,1,"[0, -1, -1, -1]"
3521,1,"[0, 0, 0, 0, 0, 3, -1, -1, -1]"
3522,5,"[-1, -1, -1, -1, -1, -1, -1, -1]"
3523,5,"[0, 0, 0, 0, 0, -1, -1, -1]"
3524,9,"[-1, -1, -1, -1]"
3525,5,"[-1, -1, -1, -1, -1, -1, -1, -1]"
3526,5,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3527,45,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 69, 68, 38, 38, 8, -1, -1, 38, 7, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3528,2,"[0, 0, 0, 0, 0, 0, 23, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3529,2,"[71, 40, 10, 0, 0, 0, 0, -1, -1, -1]"
3530,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3531,9,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3532,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3533,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3534,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3535,33,"[-1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 60, 30, 30, 30, 30, -1, -1, 0]"
3536,-1,"[-1, -1, -1, -1, -1]"
3537,0,"[0, -1, -1, -1]"
3538,1,"[0, -1, -1, -1]"
3539,1,"[0, -1, -1, -1]"
3540,6,"[-1, -1, -1, -1, -1, -1, -1]"
3541,9,"[-1, -1, -1, -1, -1, -1]"
3542,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3543,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3544,25,"[-1, -1, -1, -1, -1, -1, -1]"
3545,46,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3546,51,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3547,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3548,-1,"[-1, -1, -1, -1, -1]"
3549,2,"[0, 0, 0, 0, 0, -1, -1, -1]"
3550,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3551,2,"[0, -1, -1, -1]"
3552,2,"[0, 0, -1, -1, -1]"
3553,3,"[0, 0, -1, 0, 0, -1, -1, -1]"
3554,1,"[0, 0, 0, 0, 0, 28, 28, 0, 28, 0, 0, 0, 0, -1, -1, -1]"
3555,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3556,38,"[0, 69, 0, 0, 0, 0, 0, -1, -1, -1]"
3557,49,"[0, 0, 0, -1, -1, -1]"
3558,49,"[0, 0, 0, -1, -1, -1]"
3559,59,"[0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
3560,62,"[-1, 0, -1, -1, -1]"
3561,2,"[0, 0, -1, -1, -1]"
3562,1,"[27, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3563,2,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3564,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3565,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3566,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3567,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3568,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3569,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3570,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3571,38,"[0, 0, -1, -1, -1]"
3572,39,"[0, -1, -1, -1]"
3573,4,"[0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3574,9,"[0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3575,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3576,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3577,-1,"[-1, -1, -1, -1, -1]"
3578,3,"[9, 0, 0, 0, 0, 0, -1, -1, -1]"
3579,1,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3580,4,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3581,2,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3582,12,"[0, -1, -1, -1]"
3583,7,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
3584,12,"[0, -1, -1, -1]"
3585,7,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3586,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3587,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3588,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3589,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3590,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3591,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, -1, 0, 0, 0, -1, -1, -1]"
3592,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3593,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0]"
3594,3,"[0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3595,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3596,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3597,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3598,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3599,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3600,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3601,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3602,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3603,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3604,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3605,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3606,56,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3607,1,"[0, 0, 0, 0, -1, -1, -1]"
3608,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3609,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3610,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3611,27,"[0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3612,-1,"[-1, -1, -1, -1, -1]"
3613,3,"[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900]"
3614,12,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3615,56,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3616,2,"[-1, -1, -1, -1]"
3617,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3618,-1,"[-1, -1, -1, -1, -1]"
3619,-1,"[-1, -1, -1, -1, -1]"
3620,1,"[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 888, 857, 829, 798, 767, 737, 706, 676, 645, 614, 584, 553, 523, 492, -1, -1, -1, -1, -1, -1, -1]"
3621,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3622,8,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3623,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3624,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3625,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3626,4,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3627,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3628,4,"[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3629,9,"[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0]"
3630,-1,"[-1, -1, -1, -1, -1]"
3631,-1,"[-1, -1, -1, -1, -1]"
3632,-1,"[-1, -1, -1, -1, -1]"
3633,2,"[88, 90, 90, 90, 90, 60, 30, 30, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30]"
3634,2,"[84, 85, 85, 85, 90, 60, 30, 30, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30]"
3635,1,"[27, 28, 0, 0, 0, 0, -1, -1, -1]"
3636,6,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
3637,6,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3638,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3639,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3640,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3641,26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3642,-1,"[-1, -1, -1, -1, -1]"
3643,1,"[34, 34, 34, 34, 34, 36, 35, 29, 5, 0, -1, -1, -1]"
3644,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3645,11,"[0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3646,10,"[0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3647,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1]"
3648,62,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3649,105,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3650,4,"[0, 0, -1, -1, -1]"
